app,category,rating,reviews,price,size_bytes,store
New Launcher 2018,PERSONALIZATION,4.4,142393,0.0,12000000,google
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,0.0,12000000,google
"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,114851,0.0,20000000,google
3D Blue Glass Water Keyboard Theme,PERSONALIZATION,4.1,62209,0.0,7000000,google
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,0.0,3000000,google
New 2018 Keyboard,PERSONALIZATION,4.6,298321,0.0,14000000,google
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,0.0,14000000,google
ZenUI Themes – Stylish Themes,PERSONALIZATION,4.4,47393,0.0,7000000,google
"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,55525,0.0,22000000,google
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,0.0,7000000,google
Microsoft Launcher,PERSONALIZATION,4.6,649568,0.0,26000000,google
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,0.0,38000000,google
Door Lock Screen,PERSONALIZATION,4.3,5413,0.0,3000000,google
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,0.0,5000000,google
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,0.0,9000000,google
"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,3277209,0.0,7000000,google
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,0.0,1000000,google
Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626,0.0,9000000,google
Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796,0.0,6000000,google
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,0.0,12000000,google
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203,0.0,3000000,google
Romantic Love Photo Frames,PERSONALIZATION,4.4,18918,0.0,12000000,google
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,0.0,9000000,google
OnePlus Icon Pack,PERSONALIZATION,4.8,440,0.0,920000,google
Water Garden Live Wallpaper,PERSONALIZATION,4.6,66453,0.0,14000000,google
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,0.0,6000000,google
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,0.0,27000000,google
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,0.0,7000000,google
Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,0.0,29000000,google
Zooper Widget,PERSONALIZATION,4.0,30498,0.0,5000000,google
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,2.49,14000000,google
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,0.0,14000000,google
HD Widgets,PERSONALIZATION,4.3,58617,0.99,26000000,google
DashClock Widget,PERSONALIZATION,4.1,62301,0.0,1000000,google
Fancy Widgets,PERSONALIZATION,4.2,37237,0.0,3000000,google
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,0.99,779000,google
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,0.0,5000000,google
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,0.0,10000000,google
Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,0.0,13000000,google
Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052,0.0,4000000,google
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,0.0,5000000,google
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,0.0,3000000,google
Petals 3D live wallpaper,PERSONALIZATION,4.2,112479,0.0,4000000,google
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.0,853000,google
LINE Launcher,PERSONALIZATION,4.4,733838,0.0,21000000,google
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,0.0,6000000,google
Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,0.0,8000000,google
Wallpapers HD,PERSONALIZATION,4.6,484981,0.0,2000000,google
Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,0.0,7000000,google
Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074,0.0,3000000,google
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,0.0,3000000,google
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,0.0,4000000,google
Wallpaper,PERSONALIZATION,4.5,69488,0.0,9000000,google
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,0.0,3000000,google
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,0.0,7000000,google
Tropical Beach Live Wallpaper,PERSONALIZATION,4.0,11343,0.0,8000000,google
Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,66730,0.0,7000000,google
Dolphins Live Wallpaper,PERSONALIZATION,4.2,25807,0.0,5000000,google
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,0.0,13000000,google
BIG Launcher,PERSONALIZATION,4.3,881,9.99,5000000,google
"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,624924,0.0,24000000,google
Simple Neon Blue Future Tech Keyboard Theme,PERSONALIZATION,4.1,51145,0.0,6000000,google
TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,7435,0.0,6000000,google
Lavender Emoji Keyboard Theme,PERSONALIZATION,4.1,12008,0.0,6000000,google
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,0.0,24000000,google
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,0.0,4000000,google
Microsoft Outlook,PRODUCTIVITY,4.3,3252896,0.0,50000000,google
My Claro Peru,PRODUCTIVITY,3.2,11200,0.0,11000000,google
Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653,0.0,5000000,google
Google Assistant,PRODUCTIVITY,4.2,58675,0.0,1000000,google
Archos File Manager,PRODUCTIVITY,4.0,2131,0.0,2000000,google
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,0.0,16000000,google
MyMTN,PRODUCTIVITY,4.0,8550,0.0,15000000,google
Dropbox,PRODUCTIVITY,4.4,1861310,0.0,61000000,google
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,0.0,1000000,google
lifebox,PRODUCTIVITY,4.2,56403,0.0,49000000,google
Content Transfer,PRODUCTIVITY,4.7,19302,0.0,7000000,google
Advanced Task Killer,PRODUCTIVITY,4.4,577059,0.0,1000000,google
Microsoft Translator,PRODUCTIVITY,4.6,209696,0.0,49000000,google
"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,1498393,0.0,14000000,google
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,0.0,1000000,google
Security & Privacy,PRODUCTIVITY,4.0,212,0.0,10000000,google
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,0.0,4000000,google
Loop - Habit Tracker,PRODUCTIVITY,4.7,17955,0.0,3000000,google
Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,4.2,74146,0.0,32000000,google
Pushbullet - SMS on PC,PRODUCTIVITY,4.5,176873,0.0,4000000,google
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,0.0,8000000,google
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,0.0,12000000,google
Cozi Family Organizer,PRODUCTIVITY,4.4,56713,0.0,25000000,google
Trello,PRODUCTIVITY,4.5,72513,0.0,12000000,google
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,0.0,7000000,google
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383971,0.0,16000000,google
Solid Explorer Classic,PRODUCTIVITY,4.5,49794,0.0,6000000,google
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,0.0,9000000,google
File Explorer,PRODUCTIVITY,4.1,979,0.0,720000,google
The Maner,PRODUCTIVITY,4.2,53015,0.0,2000000,google
Smart File Manager,PRODUCTIVITY,4.2,17415,0.0,4000000,google
"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,549900,0.0,60000000,google
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1508137,0.0,37000000,google
Simple Notepad,PRODUCTIVITY,4.3,12321,0.0,713000,google
Keep My Notes - Notepad & Memo,PRODUCTIVITY,4.6,122424,0.0,4000000,google
Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507,0.0,6000000,google
Notepad,PRODUCTIVITY,4.2,80581,0.0,2000000,google
Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204,0.0,19000000,google
Notepad & To do list,PRODUCTIVITY,4.3,226295,0.0,4000000,google
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904,0.0,11000000,google
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,0.0,12000000,google
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,0.0,5000000,google
Today Calendar 2017,PRODUCTIVITY,4.2,16349,0.0,9000000,google
New Calendar,PRODUCTIVITY,4.5,25985,0.0,6000000,google
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,0.0,8000000,google
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,0.0,1000000,google
Business Calendar 2,PRODUCTIVITY,4.6,102594,0.0,15000000,google
Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850,0.0,11000000,google
Dropbox,PRODUCTIVITY,4.4,1861309,0.0,61000000,google
Amazon Drive,PRODUCTIVITY,4.4,18669,0.0,4000000,google
SugarSync,PRODUCTIVITY,4.1,16420,0.0,3000000,google
MediaFire,PRODUCTIVITY,4.1,71432,0.0,3000000,google
Baby Names,PARENTING,4.5,86,0.0,2000000,google
My baby Game (Balloon POP!),PARENTING,3.8,3614,0.0,3000000,google
Development of the child up to a year,PARENTING,4.6,1413,0.0,14000000,google
Favorite children's songs,PARENTING,4.7,39,0.0,95000000,google
Baby Panda Learns Shapes,PARENTING,4.0,3789,0.0,42000000,google
Mozart Baby Sleep,PARENTING,4.7,107,0.0,98000000,google
Kids Videos,PARENTING,4.1,559,0.0,6000000,google
My baby firework,PARENTING,3.7,4976,0.0,2000000,google
Baby Food - Homemade Recipes,PARENTING,4.1,44,0.0,3000000,google
My baby Phone,PARENTING,3.7,9293,0.0,2000000,google
Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386,0.0,3000000,google
Arabic Chat - Chat,PARENTING,4.4,162,0.0,1000000,google
BookBaby - Baby Development,PARENTING,4.6,1002,0.0,5000000,google
Kids Craft Ideas,PARENTING,4.1,99,0.0,6000000,google
How do I take care of my child?,PARENTING,4.8,190,0.0,6000000,google
Baby Name Together,PARENTING,4.0,464,0.0,24000000,google
White Noise for Baby,PARENTING,4.9,717,0.0,6000000,google
The first year of a baby's life,PARENTING,4.8,7505,0.0,9000000,google
Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501,0.0,11000000,google
Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,0.0,5000000,google
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,0.0,24000000,google
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349,0.0,4000000,google
PPS Online,PARENTING,4.6,37,0.0,16000000,google
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806,0.0,11000000,google
Latest Emmanuella Comedy Video,PARENTING,4.6,60,0.0,4000000,google
Baby Care & Tracker,PARENTING,4.1,319,0.0,11000000,google
Urban Limo Taxi Simulator,PARENTING,3.8,824,0.0,53000000,google
Rainbow - Journal & Activities,PARENTING,4.8,6668,0.0,20000000,google
Classical music for baby,PARENTING,4.8,1940,0.0,38000000,google
My Child from eDziecko.pl,PARENTING,4.5,1025,0.0,17000000,google
Baby Panda Musical Genius,PARENTING,4.0,3346,0.0,37000000,google
Baby Monitor,PARENTING,4.4,5343,0.0,5000000,google
Daniel Tiger for Parents,PARENTING,4.7,247,0.0,28000000,google
Vegetable Fun,PARENTING,3.9,3182,0.0,46000000,google
It's open.,PARENTING,4.4,1528,0.0,16000000,google
Children's Stories 2018 - The Lion Come Lion,PARENTING,4.4,39,0.0,18000000,google
Feed Baby - Baby Tracker,PARENTING,4.5,76795,0.0,18000000,google
Weather forecast,WEATHER,4.8,159455,0.0,10000000,google
Live Weather Pro,WEATHER,4.8,892,0.0,17000000,google
weather - weather forecast,WEATHER,4.7,11118,0.0,9000000,google
Free live weather on screen,WEATHER,4.4,15370,0.0,21000000,google
Weather Radar Widget,WEATHER,4.3,18194,0.0,3000000,google
Weather –Simple weather forecast,WEATHER,4.4,40606,0.0,15000000,google
Weather Crave,WEATHER,4.2,133338,0.0,44000000,google
Klara weather,WEATHER,4.6,36900,0.0,4000000,google
Real time Weather Forecast,WEATHER,4.4,4184,0.0,10000000,google
METEO FRANCE,WEATHER,3.9,100994,0.0,54000000,google
APE Weather ( Live Forecast),WEATHER,4.3,20008,0.0,9000000,google
Live Weather & Daily Local Weather Forecast,WEATHER,4.5,13426,0.0,19000000,google
Weather,WEATHER,4.2,18773,0.0,12000000,google
Klart.se - Sweden's best weather,WEATHER,3.6,7623,0.0,19000000,google
Info BMKG,WEATHER,4.3,21404,0.0,7000000,google
wetter.com - Weather and Radar,WEATHER,4.2,189313,0.0,38000000,google
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478,0.0,6000000,google
Wetter by t-online.de,WEATHER,4.2,24349,0.0,9000000,google
Weather Live Pro,WEATHER,4.8,17493,4.49,11000000,google
AEMET's time,WEATHER,3.8,15966,0.0,9000000,google
New 2018 Weather App & Widget,WEATHER,4.5,2332,0.0,20000000,google
Météociel,WEATHER,4.5,29344,0.0,22000000,google
ForecaWeather,WEATHER,4.2,18425,0.0,5000000,google
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,0.0,5000000,google
Video Downloader,VIDEO_PLAYERS,4.2,59089,0.0,5000000,google
HD Video Player,VIDEO_PLAYERS,4.3,1551,0.0,2000000,google
Iqiyi (for tablet),VIDEO_PLAYERS,3.6,12764,0.0,25000000,google
Motorola Gallery,VIDEO_PLAYERS,3.9,121916,0.0,23000000,google
Free TV series,VIDEO_PLAYERS,3.7,400,0.0,7000000,google
Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930,0.0,3000000,google
Vote for,VIDEO_PLAYERS,4.2,193381,0.0,17000000,google
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624,0.0,6000000,google
OBJECTIVE,VIDEO_PLAYERS,3.8,19738,0.0,33000000,google
Music - Mp3 Player,VIDEO_PLAYERS,4.4,259605,0.0,3000000,google
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,0.0,4000000,google
"YouCut - Video Editor & Video Maker, No Watermark",VIDEO_PLAYERS,4.6,98819,0.0,27000000,google
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,0.0,44000000,google
video player for android,VIDEO_PLAYERS,4.5,351168,0.0,13000000,google
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,0.0,3000000,google
Samsung Video Library,VIDEO_PLAYERS,4.4,25922,0.0,6000000,google
OnePlus Gallery,VIDEO_PLAYERS,3.8,5555,0.0,64000000,google
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,0.0,47000000,google
Play Tube,VIDEO_PLAYERS,4.3,15874,0.0,5000000,google
Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969,0.0,27000000,google
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,714665,0.0,50000000,google
Video Status,VIDEO_PLAYERS,4.3,6685,0.0,4000000,google
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,0.0,44000000,google
Casper Ssinema,VIDEO_PLAYERS,3.3,1261,0.0,2000000,google
amazer - Global Kpop Video Community,VIDEO_PLAYERS,4.3,1215,0.0,23000000,google
Video Editor,VIDEO_PLAYERS,4.1,159622,0.0,23000000,google
"Omlet Arcade - Stream, Meet, Play",VIDEO_PLAYERS,4.4,169965,0.0,14000000,google
VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,0.0,89000000,google
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624,0.0,16000000,google
daily News,NEWS_AND_MAGAZINES,4.5,26411,0.0,26000000,google
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,0.0,11000000,google
Wireless news,NEWS_AND_MAGAZINES,3.5,6066,0.0,56000000,google
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,0.0,25000000,google
BaBe - Read News,NEWS_AND_MAGAZINES,4.3,355921,0.0,17000000,google
Nigeria News NAIJ.com,NEWS_AND_MAGAZINES,4.3,37882,0.0,9000000,google
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,0.0,11000000,google
BaBe Lite - Read Quota Saving News,NEWS_AND_MAGAZINES,4.5,9548,0.0,15000000,google
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,0.0,9000000,google
Bengali Newspaper - The first L.,NEWS_AND_MAGAZINES,4.0,11908,0.0,5000000,google
"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,185058,0.0,6000000,google
BBC Persian | BBC Farsi News,NEWS_AND_MAGAZINES,4.3,978,0.0,2000000,google
Google News,NEWS_AND_MAGAZINES,3.9,877635,0.0,13000000,google
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,0.0,8000000,google
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,0.0,25000000,google
"Pulse Nabd - World News, Urgent",NEWS_AND_MAGAZINES,4.5,357944,0.0,12000000,google
Asahi Shimbun Digital,NEWS_AND_MAGAZINES,3.1,735,0.0,6000000,google
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,0.0,6000000,google
Sky News,NEWS_AND_MAGAZINES,4.0,30287,0.0,19000000,google
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,0.0,31000000,google
"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,0.0,9000000,google
Apple Daily Apple News,NEWS_AND_MAGAZINES,3.4,41490,0.0,25000000,google
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,0.0,4000000,google
РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,0.0,8000000,google
Tencent News,NEWS_AND_MAGAZINES,4.0,7006,0.0,23000000,google
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,0.0,9000000,google
Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,0.0,8000000,google
Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,0.0,12000000,google
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,0.0,10000000,google
Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,0.0,19000000,google
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,0.0,6000000,google
Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,0.0,14000000,google
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,0.0,8000000,google
Google News,NEWS_AND_MAGAZINES,3.9,877635,0.0,13000000,google
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,0.0,13000000,google
LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,0.0,10000000,google
World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,0.0,7000000,google
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,0.0,36000000,google
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,0.0,8000000,google
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,0.0,22000000,google
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,0.0,23000000,google
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,0.0,14000000,google
Reuters News,NEWS_AND_MAGAZINES,4.3,13169,0.0,25000000,google
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,0.0,27000000,google
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,0.0,35000000,google
Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,0.0,8000000,google
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,0.0,4000000,google
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,0.0,25000000,google
HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,0.0,12000000,google
News Republic,NEWS_AND_MAGAZINES,4.3,479594,0.0,18000000,google
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,0.0,3000000,google
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,0.0,14000000,google
CBS News,NEWS_AND_MAGAZINES,4.3,23641,0.0,23000000,google
NPR One,NEWS_AND_MAGAZINES,3.9,13217,0.0,8000000,google
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,0.0,35000000,google
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,0.0,36000000,google
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,0.0,25000000,google
Pocket,NEWS_AND_MAGAZINES,4.5,256680,0.0,12000000,google
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,0.0,23000000,google
Google News,NEWS_AND_MAGAZINES,3.9,877643,0.0,13000000,google
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,0.0,13000000,google
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,0.0,22000000,google
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,0.0,43000000,google
GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,0.0,33000000,google
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,0.0,32000000,google
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,0.0,6000000,google
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,0.0,4000000,google
Compass,MAPS_AND_NAVIGATION,4.3,286454,0.0,3000000,google
Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,0.0,3000000,google
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,0.0,48000000,google
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,0.0,7000000,google
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,0.0,60000000,google
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,0.0,60000000,google
Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,0.0,5000000,google
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,0.0,5000000,google
Snapp,MAPS_AND_NAVIGATION,4.5,37937,0.0,25000000,google
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,0.0,3000000,google
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,0.0,29000000,google
Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,0.0,49000000,google
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,0.0,3000000,google
Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,0.0,48000000,google
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,0.0,5000000,google
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,0.0,18000000,google
GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,0.0,3000000,google
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,0.0,11000000,google
FindShip,MAPS_AND_NAVIGATION,4.2,23279,0.0,8000000,google
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,0.0,24000000,google
Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,0.0,26000000,google
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,0.0,14000000,google
hum app,MAPS_AND_NAVIGATION,4.4,10218,0.0,78000000,google
National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,0.0,7000000,google
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,0.0,9000000,google
Flashlight,TOOLS,4.5,162335,0.0,4000000,google
aa,FAMILY,4.2,886418,0.0,6000000,google
A Call From Santa Claus!,FAMILY,3.9,3720,0.0,11000000,google
Rope Hero Return of a Legend,GAME,4.3,9951,0.0,96000000,google
A Word A Day,FAMILY,3.7,2398,0.0,2000000,google
Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,0.0,24000000,google
Akinator,FAMILY,4.3,1805398,0.0,55000000,google
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,0.0,74000000,google
Pou,FAMILY,4.3,10483141,0.0,24000000,google
Agar.io,GAME,4.2,3815614,0.0,32000000,google
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,0.0,15000000,google
A+ Mobile,FINANCE,3.9,730,0.0,6000000,google
Angry Birds Classic,GAME,4.4,5565856,0.0,97000000,google
Build a Bridge!,FAMILY,4.6,263454,0.0,74000000,google
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,0.0,14000000,google
